,COUNTYFP,TRACTCE,GEOID,geometry,Estimated Pop. Under 5,Percent Under 5
1782,005,021001,36005021001,"POLYGON ((-73.86358 40.841278, -73.861762 40.841513, -73.856916 40.842062, -73.855465 40.842227, -73.853335 40.84247, -73.853095 40.841047, -73.853035 40.840735, -73.854151 40.840617, -73.855144 40.840507, -73.856325 40.840315, -73.857664 40.839883, -73.857752 40.839838, -73.858957 40.839149, -73.859831 40.838817, -73.86069 40.83851, -73.86094 40.838926, -73.862437 40.840174, -73.862674 40.840409, -73.86358 40.841278))",796,9.8
1783,047,060000,36047060000,"POLYGON ((-73.952276 40.587272, -73.952454 40.588173, -73.950539 40.588383, -73.949345 40.588514, -73.948313 40.588628, -73.947381 40.588731, -73.946459 40.58883, -73.94457 40.589041, -73.943609 40.589147, -73.941754 40.589349, -73.939796 40.589565, -73.939369 40.58731, -73.939139 40.585983, -73.94106 40.585661, -73.943866 40.585298, -73.946692 40.585073, -73.947636 40.584999, -73.94987 40.584856, -73.951238 40.584925, -73.951889 40.585936, -73.952783 40.587072, -73.952276 40.587272))",299,4.7
1784,085,024401,36085024401,"POLYGON ((-74.245248 40.509543, -74.24499 40.509622, -74.243538 40.510063, -74.239701 40.511946, -74.23736 40.513514, -74.232822 40.516337, -74.230093 40.518954, -74.229482 40.519084, -74.228233 40.519195, -74.22691 40.519172, -74.226634 40.517251, -74.223215 40.508659, -74.230056 40.50773, -74.234896 40.506189, -74.241639 40.504832, -74.24345 40.504469, -74.25446388341605 40.502327136875635, -74.25475165711566 40.50291398656517, -74.2554470379637 40.5055100750647, -74.25544703796375 40.50551007506485, -74.255417 40.505755, -74.255413 40.506025, -74.255413 40.506353, -74.255404 40.506531, -74.255432 40.506738, -74.255488 40.506916, -74.255544 40.507103, -74.255629 40.507269, -74.255653 40.507441, -74.255713 40.507609, -74.25570835731375 40.50763856658082, -74.251849 40.507582, -74.245248 40.509543))",270,4.7
1785,081,065402,36081065402,"POLYGON ((-73.748581 40.657587, -73.747824 40.658641, -73.746927 40.658999, -73.746838 40.660752, -73.744875 40.66369, -73.742819 40.665306, -73.73955 40.665256, -73.740018 40.664748, -73.740787 40.663431, -73.74197 40.661484, -73.742976 40.660285, -73.744956 40.65817, -73.74506 40.657407, -73.748062 40.657535, -73.748581 40.657587))",0,0.0
1786,081,024300,36081024300,"POLYGON ((-73.909285 40.736334, -73.906426 40.736944, -73.905566 40.737336, -73.904639 40.737753, -73.903658 40.738142, -73.902941 40.738403, -73.902714 40.73863, -73.90179 40.738968, -73.900796 40.739445, -73.899736 40.740205, -73.899146 40.740668, -73.898985 40.740646, -73.897445 40.74036, -73.896856 40.740637, -73.895838 40.740453, -73.895872 40.739066, -73.89593 40.737639, -73.895956 40.736925, -73.896016 40.735239, -73.896029 40.735018, -73.897832 40.73516, -73.899022 40.735149, -73.90001 40.73485, -73.90108 40.733908, -73.901943 40.73434, -73.90517 40.73586, -73.906632 40.732796, -73.910689 40.733471, -73.909285 40.736334))",234,4.5
1787,081,144100,36081144100,"POLYGON ((-73.768276 40.758261, -73.764242 40.759104, -73.763337 40.759294, -73.762395 40.759497, -73.761997 40.758102, -73.761927 40.755773, -73.760802 40.754548, -73.759931 40.752745, -73.75944 40.752403, -73.761485 40.75174, -73.763869 40.752222, -73.764598 40.752596, -73.765596 40.753216, -73.764569 40.753508, -73.76615 40.755746, -73.767148 40.75565, -73.76767 40.756907, -73.768276 40.758261))",90,2.8
1788,081,099200,36081099200,"POLYGON ((-73.771156 40.598298, -73.770587 40.598151, -73.768067 40.597911, -73.767718 40.596261, -73.767157 40.596712, -73.766961 40.597966, -73.765997 40.598721, -73.766542 40.599434, -73.764446 40.600435, -73.763868 40.599727, -73.763361 40.599105, -73.761658 40.599973, -73.761288 40.599549, -73.763335 40.597823, -73.762357 40.597229, -73.762156 40.596085, -73.762778 40.594757, -73.764402 40.594572, -73.763871 40.591751, -73.76383153016752 40.59143199349586, -73.764092 40.591402, -73.764282 40.591365, -73.764639 40.591299, -73.76499 40.591234, -73.76542 40.591174, -73.765636 40.591134, -73.76619 40.591005, -73.766359 40.590969, -73.766651 40.590939, -73.767005 40.590889, -73.767354 40.590863, -73.76753562114263 40.5908101401152, -73.7675356211427 40.5908101401152, -73.76826847605345 40.59080507026077, -73.768366 40.590846, -73.768753 40.59087, -73.769138 40.590826, -73.76939016591118 40.5907973104652, -73.7696436778067 40.5907955566823, -73.770231 40.593975, -73.771094 40.593536, -73.772713 40.593321, -73.773675 40.593893, -73.77387 40.595772, -73.770662 40.596002, -73.771156 40.598298))",466,10.6
1789,047,005302,36047005302,"MULTIPOLYGON (((-74.01719 40.66882, -74.017071 40.668095, -74.016998 40.66759, -74.016881 40.666884, -74.016773 40.665889, -74.016688 40.665437, -74.016564 40.665014, -74.016513 40.664922, -74.016029 40.664862, -74.015892 40.665398, -74.015319 40.665459, -74.013385 40.665631, -74.012884 40.665676, -74.012623 40.665699, -74.012287 40.665729, -74.011886 40.666605, -74.011752 40.666892, -74.011406 40.667593, -74.011213 40.668, -74.011126 40.668081, -74.010873 40.66852, -74.010892 40.668661, -74.010373 40.668629, -74.010364 40.668807, -74.010352 40.669111, -74.010538 40.669213, -74.010872 40.66924, -74.010925 40.6697, -74.011541 40.669743, -74.011665 40.670174, -74.011614 40.670318, -74.011886 40.670438, -74.011006 40.672228, -74.009611 40.675121, -74.007711 40.674625, -74.006005 40.674146, -74.002608 40.673182, -74.002016 40.674482, -74.001354 40.675791, -74.001213 40.67587, -73.999924 40.674004, -73.998863 40.672167, -73.998619 40.67183, -73.999021 40.671429, -73.999457 40.67014, -74.000175 40.668601, -74.000808 40.668897, -74.001057 40.668945, -74.001331 40.668369, -74.001524 40.668382, -74.001676 40.66841, -74.001986 40.668512, -74.002217 40.668582, -74.002691 40.667597, -74.002787 40.667407, -74.002951 40.667325, -74.003189 40.667278, -74.003707 40.667425, -74.00366 40.667547, -74.004005 40.667658, -74.004442 40.667724, -74.00459 40.667812, -74.004762 40.667764, -74.005197 40.667879, -74.005525 40.667887, -74.005885 40.667985, -74.006793 40.666195, -74.006934 40.666184, -74.006059 40.66804, -74.005637 40.668949, -74.004754 40.670721, -74.00544 40.670922, -74.006308 40.66911, -74.006469 40.668771, -74.00655 40.668765, -74.00663 40.668635, -74.006843 40.668557, -74.007518 40.667082, -74.007734 40.667147, -74.007064 40.668553, -74.007138 40.668593, -74.00753 40.668604, -74.00795 40.668553, -74.008519 40.668532, -74.00981 40.668511, -74.011458 40.665212, -74.011543 40.665081, -74.011665 40.665049, -74.013192 40.664836, -74.015319 40.664651, -74.015749 40.664651, -74.016021 40.664674, -74.016719 40.664803, -74.016903 40.664847, -74.017258 40.665094, -74.017492 40.665309, -74.01771 40.66556, -74.017819 40.66572, -74.017911 40.66601, -74.018065 40.666804, -74.018176 40.667501, -74.018321 40.668372, -74.018443 40.669105, -74.018565 40.66992, -74.018688 40.670799, -74.018868 40.671219, -74.01898840875988 40.67138500734352, -74.017545 40.671038, -74.017304 40.669524, -74.01719 40.66882)), ((-74.014256 40.669743, -74.0127033528586 40.67019831213641, -74.014072 40.669678, -74.014256 40.669743)))",11,12.1
1790,081,016800,36081016800,"POLYGON ((-73.820421 40.682755, -73.817811 40.683495, -73.816943 40.681758, -73.816074 40.680007, -73.815216 40.678258, -73.814362 40.67651, -73.813869 40.675478, -73.817076 40.675796, -73.818707 40.679254, -73.819565 40.681007, -73.820421 40.682755))",181,5.0
1791,081,018102,36081018102,"POLYGON ((-73.923316 40.743856, -73.922989 40.745438, -73.922653 40.747107, -73.921724 40.746999, -73.920798 40.746891, -73.921132 40.745224, -73.921451 40.743634, -73.921512 40.743325, -73.921883 40.741478, -73.923739 40.741692, -73.923316 40.743856))",89,2.6
1792,047,010602,36047010602,"POLYGON ((-74.006041 40.638877, -74.004877 40.639995, -74.002672 40.638667, -74.003838 40.637546, -74.00442 40.636985, -74.005003 40.636425, -74.007206 40.637755, -74.006041 40.638877))",122,5.6
1793,005,036400,36005036400,"POLYGON ((-73.853637 40.873301, -73.851201 40.875154, -73.850689 40.875487, -73.849884 40.875875, -73.848166 40.876452, -73.846923 40.874154, -73.846022 40.87249, -73.846891 40.872218, -73.84609 40.87039, -73.846408 40.870555, -73.848597 40.87167, -73.851662 40.872685, -73.853637 40.873301))",100,3.8
1794,081,033000,36081033000,"POLYGON ((-73.773717 40.672145, -73.771178 40.672531, -73.770997 40.67091, -73.76466 40.671318, -73.764546 40.671512, -73.763805 40.67377, -73.763677 40.674746, -73.761149 40.674764, -73.760315 40.67511, -73.758738 40.672881, -73.758596 40.672748, -73.758572 40.672637, -73.756362 40.672429, -73.756464 40.671684, -73.756437 40.669666, -73.757317 40.66704, -73.757631 40.666451, -73.761871 40.666929, -73.766754 40.667433, -73.771545 40.667963, -73.774496 40.671828, -73.773717 40.672145))",378,5.0
1795,081,056100,36081056100,"POLYGON ((-73.901241 40.691438, -73.901291 40.692303, -73.90003 40.693437, -73.897366 40.694119, -73.896955 40.69192, -73.893263 40.692203, -73.893981 40.693076, -73.895426 40.694171, -73.892452 40.695226, -73.891957 40.694411, -73.888286 40.695237, -73.886488 40.696439, -73.88688 40.696652, -73.887921 40.697999, -73.888189 40.69886, -73.887713 40.699678, -73.885842 40.699965, -73.882697 40.700718, -73.881054 40.699774, -73.876228 40.701727, -73.876398 40.702294, -73.875431 40.702374, -73.871648 40.702687, -73.870733 40.702762, -73.869819 40.702838, -73.869156 40.702893, -73.869314 40.699355, -73.870708 40.697697, -73.868917 40.69515, -73.874021 40.694191, -73.879616 40.691106, -73.883777 40.687863, -73.884517 40.686691, -73.889607 40.684214, -73.89014 40.685005, -73.892523 40.683424, -73.8942 40.685309, -73.896518 40.682397, -73.901162 40.687878, -73.901805 40.690766, -73.901241 40.691438))",0,0.0
1796,081,069000,36081069000,"POLYGON ((-73.760868 40.66146, -73.759328 40.66357, -73.759106 40.663674, -73.755404 40.662313, -73.752115 40.661075, -73.7526 40.660325, -73.751753 40.660003, -73.748325 40.658717, -73.747824 40.658641, -73.748581 40.657587, -73.753963 40.658206, -73.759336 40.659322, -73.759821 40.659349, -73.760868 40.66146))",306,7.3
1797,061,012602,36061012602,"POLYGON ((-73.961559 40.768437, -73.961102 40.769059, -73.960602 40.769749, -73.959645 40.771064, -73.957404 40.77012, -73.957866 40.769484, -73.958362 40.768803, -73.958861 40.76812, -73.959318 40.767494, -73.959777 40.766868, -73.962014 40.767812, -73.961559 40.768437))",231,4.8
1798,047,070201,36047070201,"POLYGON ((-73.911727 40.614016, -73.909888 40.615242, -73.911682 40.616851, -73.91026 40.61778, -73.904927 40.613237, -73.90319 40.611489, -73.901698 40.608223, -73.902172 40.605041, -73.90574 40.604755, -73.905292 40.605331, -73.905694 40.605442, -73.90583 40.605875, -73.906009 40.60609, -73.906234 40.606354, -73.908189 40.606333, -73.908298 40.606637, -73.908465 40.606954, -73.908934 40.606687, -73.90929 40.606555, -73.909601 40.606102, -73.90951 40.605902, -73.909098 40.605329, -73.908812 40.604482, -73.908291 40.604132, -73.908325 40.604073, -73.908899 40.603914, -73.908934 40.603976, -73.909126 40.603927, -73.909134 40.603944, -73.910923 40.603505, -73.913565 40.603965, -73.915758 40.605826, -73.916035 40.606097, -73.916908 40.606944, -73.91690544606385 40.60697655722895, -73.914056 40.608984, -73.912863 40.611638, -73.911727 40.614016))",451,7.8
1799,081,029700,36081029700,"POLYGON ((-73.90651 40.762109, -73.905245 40.763687, -73.904512 40.764589, -73.903512 40.76585, -73.901996 40.762122, -73.901553 40.759626, -73.898773 40.759916, -73.898552 40.759926, -73.899608 40.758386, -73.899703 40.757783, -73.89948 40.756247, -73.898863 40.754712, -73.898738 40.754154, -73.902472 40.753763, -73.903923 40.753611, -73.904917 40.753505, -73.905154 40.754858, -73.905294 40.755628, -73.905575 40.757178, -73.904847 40.757255, -73.904561 40.759485, -73.906315 40.759844, -73.907794 40.760518, -73.90651 40.762109))",65,3.4
1800,005,046208,36005046208,"POLYGON ((-73.843241 40.879109, -73.842015 40.879872, -73.841277 40.880317, -73.838743 40.881266, -73.837537 40.87912, -73.835742 40.879701, -73.834 40.878388, -73.834502 40.877227, -73.834881 40.875505, -73.834881 40.874429, -73.834013 40.871172, -73.83273 40.868457, -73.83316 40.86832, -73.835658 40.867513, -73.837402 40.871109, -73.837461 40.873223, -73.839248 40.876619, -73.838148 40.876954, -73.839438 40.877446, -73.842395 40.878751, -73.843241 40.879109))",402,6.8
1801,047,036900,36047036900,"POLYGON ((-73.911664 40.682446, -73.911512 40.683505, -73.909275 40.682235, -73.90886 40.681994, -73.908517 40.681804, -73.907018 40.680948, -73.905493 40.680037, -73.907833 40.678116, -73.908088 40.67619, -73.910926 40.676345, -73.910799 40.678278, -73.911082 40.679515, -73.911225 40.68024, -73.911374 40.68098, -73.911518 40.681712, -73.911664 40.682446))",286,4.9
1802,047,074200,36047074200,"POLYGON ((-73.947327 40.629166, -73.946327 40.629277, -73.945401 40.629378, -73.944155 40.629508, -73.943409 40.62956, -73.943093 40.62719, -73.942645 40.6248, -73.944496 40.624598, -73.945425 40.624496, -73.946422 40.624385, -73.946875 40.626774, -73.947327 40.629166))",311,9.9
1803,081,063700,36081063700,"POLYGON ((-73.870165 40.709208, -73.866618 40.710402, -73.86501 40.710777, -73.859632 40.713598, -73.859759 40.711845, -73.857298 40.711465, -73.856677 40.707692, -73.85594 40.706395, -73.858215 40.705602, -73.860156 40.704746, -73.863254 40.703392, -73.863794 40.703334, -73.864269 40.706686, -73.866131 40.706656, -73.869015 40.70677, -73.86911 40.707089, -73.869891 40.708509, -73.870165 40.709208))",148,4.0
1804,085,014604,36085014604,"POLYGON ((-74.168052 40.552718, -74.166828 40.552798, -74.160313 40.553717, -74.157672 40.554058, -74.15583 40.554272, -74.152072 40.555217, -74.15122 40.553312, -74.150637 40.55195, -74.150503 40.551635, -74.150106 40.550818, -74.150839 40.549963, -74.153371 40.549241, -74.158866 40.546256, -74.163445 40.543769, -74.164231 40.543301, -74.165401 40.544433, -74.165743 40.545398, -74.166233 40.547343, -74.166973 40.54797, -74.167572 40.550575, -74.168052 40.552718))",465,6.3
1805,085,002002,36085002002,"POLYGON ((-74.077867 40.606066, -74.07659 40.606005, -74.073085 40.605374, -74.063769 40.602127, -74.060935 40.599861, -74.063759 40.598935, -74.065184 40.598467, -74.07044 40.596735, -74.071999 40.59806, -74.072191 40.598935, -74.072761 40.59923, -74.076448 40.601005, -74.077772 40.604223, -74.077902 40.605593, -74.077867 40.606066))",124,3.9
1806,081,063800,36081063800,"POLYGON ((-73.739933 40.667764, -73.738501 40.669285, -73.737758 40.670058, -73.737184 40.67091, -73.736249 40.672631, -73.735059 40.67399, -73.733507 40.67359, -73.730641 40.673982, -73.729533 40.674157, -73.727542 40.67416, -73.728 40.670112, -73.728264 40.668073, -73.728222 40.667314, -73.728272 40.66644, -73.729807 40.666432, -73.73192 40.666556, -73.734837 40.666575, -73.736256 40.666277, -73.738559 40.666397, -73.739929 40.666401, -73.741178 40.666403, -73.739933 40.667764))",159,4.6
1807,047,035200,36047035200,"POLYGON ((-74.000088 40.571809, -73.994726 40.57152, -73.991387 40.571656, -73.991743 40.57343, -73.989686 40.574004, -73.985573 40.57515, -73.983435 40.575414, -73.981256 40.575563, -73.976619 40.575301, -73.973451 40.574799, -73.973028 40.57605, -73.970781 40.575788, -73.96992 40.575583, -73.968868 40.575236, -73.966754 40.574833, -73.964711 40.574782, -73.962881 40.574983, -73.961034 40.575076, -73.959414 40.575158, -73.9594222359429 40.5740168643515, -73.96061655145614 40.573879681500124, -73.961331 40.573824, -73.962141 40.573718, -73.963252 40.573621, -73.963793 40.573571, -73.964289 40.573529, -73.964904 40.573486, -73.965725 40.57341, -73.966552 40.573353, -73.967145 40.57332, -73.967475 40.573241, -73.967413 40.573129, -73.96740887776157 40.57309949345124, -73.96750700793734 40.57308822190936, -73.967571 40.573201, -73.968008 40.573185, -73.968583 40.573129, -73.968916 40.573034, -73.969276 40.572926, -73.96935818035728 40.5728755903994, -73.96970787774353 40.572835423053306, -73.969789 40.572849, -73.97026 40.572842, -73.970532 40.572816, -73.971061 40.572732, -73.97129513955821 40.57265310514887, -73.97179386898627 40.572595819511825, -73.972027 40.572622, -73.972438 40.572583, -73.972936 40.572488, -73.97303284684806 40.57245350660206, -73.97824657597333 40.57185464121033, -73.978381 40.57188, -73.978988 40.571867, -73.979484 40.571728, -73.97952068537363 40.57170829298111, -73.97999076683125 40.57165429794042, -73.979998 40.571694, -73.980152 40.57173, -73.980586 40.571731, -73.980822 40.571707, -73.980999 40.571688, -73.981423 40.571593, -73.981766 40.571484, -73.982025 40.571479, -73.982031 40.571425, -73.98202639334505 40.57142047945075, -73.9820844563704 40.5714138101483, -73.98208445637043 40.5714138101483, -73.982142 40.57157, -73.982432 40.57157, -73.982898 40.571538, -73.98333 40.571448, -73.983729 40.57138, -73.984189 40.57134, -73.984195 40.571235, -73.984251 40.571208, -73.984383 40.571339, -73.984735 40.571302, -73.984959 40.571279, -73.985618 40.571211, -73.986327 40.571138, -73.98654 40.571096, -73.988026 40.570958, -73.988596 40.570898, -73.988552 40.570718, -73.98865 40.570709, -73.988776 40.570879, -73.989659 40.570785, -73.990096 40.570727, -73.990433 40.570662, -73.990649 40.570628, -73.990755 40.570468, -73.99075359939265 40.570418045004494, -73.99083930820541 40.5704082002196, -73.990868 40.570532, -73.991002 40.570572, -73.991231 40.570577, -73.991509 40.570577, -73.991752 40.570531, -73.991985 40.570505, -73.992143 40.570509, -73.992413 40.570481, -73.992758 40.570476, -73.99292848449478 40.57039033784006, -74.0020520025973 40.5706228981054, -74.002366 40.572318, -74.000088 40.571809))",24,1.7
1808,061,002902,36061002902,"POLYGON ((-74.001569 40.713685, -74.000746 40.71451, -74.000455 40.714365, -74.000528 40.71517, -74.000138 40.7162, -73.999313 40.71755, -73.998589 40.717099, -73.997763 40.716814, -73.996984 40.716541, -73.996059 40.716232, -73.997504 40.714069, -73.998584 40.713468, -74.000891 40.713015, -74.001569 40.713685))",130,3.1
1809,005,033500,36005033500,"POLYGON ((-73.908531 40.890909, -73.9085 40.893586, -73.908101 40.898092, -73.907463 40.899394, -73.90575 40.90058, -73.901958 40.901294, -73.90196 40.900556, -73.901068 40.898619, -73.902412 40.896486, -73.905412 40.894117, -73.905335 40.893611, -73.901515 40.893729, -73.90108 40.893414, -73.902787 40.890293, -73.902859 40.889165, -73.903011 40.888823, -73.903819 40.887479, -73.904135 40.887089, -73.905335 40.887355, -73.907388 40.88782, -73.908418 40.889122, -73.909064 40.889508, -73.908531 40.890909))",138,6.4
1810,047,049000,36047049000,"POLYGON ((-73.976415 40.638168, -73.975488 40.63827, -73.974562 40.638373, -73.973465 40.638495, -73.973941 40.640882, -73.971222 40.64118, -73.970772 40.638791, -73.970291 40.636407, -73.971361 40.636286, -73.974106 40.635981, -73.975962 40.635779, -73.976415 40.638168))",826,14.8
1811,061,014300,36061014300,"POLYGON ((-73.980564 40.769905, -73.980112 40.770529, -73.979652 40.771156, -73.979193 40.771782, -73.978728 40.772417, -73.977827 40.773656, -73.97737 40.774281, -73.976912 40.774909, -73.976458 40.775533, -73.975955 40.77622, -73.975461 40.776899, -73.974997 40.777533, -73.974532 40.778168, -73.974067 40.778805, -73.973571 40.779478, -73.971724 40.782021, -73.971223 40.782706, -73.97076 40.78334, -73.970301 40.783975, -73.969832 40.784611, -73.969335 40.785294, -73.968844 40.785967, -73.968385 40.786596, -73.967927 40.787222, -73.96745 40.787861, -73.966552 40.789108, -73.966094 40.789734, -73.965632 40.790365, -73.965177 40.790991, -73.964685 40.791664, -73.964176 40.792362, -73.963804 40.792881, -73.962834 40.794203, -73.96144 40.796111, -73.960037 40.798038, -73.959077 40.799352, -73.958354 40.800337, -73.958195 40.800553, -73.957798 40.800479, -73.955289 40.799435, -73.952483 40.798253, -73.949604 40.79705, -73.94922 40.79691, -73.949405 40.796631, -73.950158 40.795588, -73.951111 40.794285, -73.952984 40.791722, -73.954817 40.789205, -73.955275 40.788584, -73.955778 40.787914, -73.956718 40.786601, -73.957636 40.785344, -73.958096 40.784718, -73.959469 40.782833, -73.960416 40.781532, -73.961361 40.780241, -73.962303 40.778947, -73.96323 40.777677, -73.963729 40.776994, -73.964687 40.775677, -73.966074 40.773773, -73.967039 40.772461, -73.967994 40.771147, -73.969365 40.769271, -73.971189 40.766767, -73.973015 40.764279, -73.976234 40.765675, -73.979076 40.766876, -73.981431 40.767874, -73.981023 40.769272, -73.980564 40.769905), (-73.966788 40.784928, -73.966724 40.784813, -73.966616 40.784681, -73.966401 40.784532, -73.966054 40.784398, -73.965537 40.784084, -73.965168 40.783984, -73.964974 40.783951, -73.964866 40.783901, -73.964628 40.783884, -73.964306 40.783761, -73.964136 40.783711, -73.964005 40.783655, -73.963907 40.783547, -73.963752 40.783464, -73.963502 40.783303, -73.963224 40.782824, -73.963061 40.782696, -73.962916 40.782549, -73.962833 40.782408, -73.962659 40.782204, -73.962521 40.782103, -73.962454 40.782068, -73.962266 40.782033, -73.961944 40.782054, -73.961651 40.78209, -73.961378 40.782141, -73.961158 40.782212, -73.960996 40.782303, -73.960825 40.782524, -73.960612 40.782772, -73.959367 40.78407, -73.959129 40.784449, -73.958627 40.785041, -73.958017 40.785879, -73.957711 40.786224, -73.957689 40.786306, -73.957688 40.786438, -73.957731 40.786635, -73.957706 40.787196, -73.957639 40.787425, -73.957551 40.787755, -73.95742 40.787952, -73.957353 40.788132, -73.957353 40.788297, -73.957395 40.788561, -73.957548 40.78868, -73.957873 40.788764, -73.958198 40.788765, -73.95848 40.78875, -73.959023 40.78857, -73.959326 40.788538, -73.959889 40.78854, -73.960604 40.788707, -73.960885 40.78874, -73.961123 40.788758, -73.961384 40.78871, -73.961622 40.788644, -73.961862 40.788513, -73.962101 40.788366, -73.962383 40.788267, -73.962729 40.78822, -73.963098 40.788221, -73.963922 40.78819, -73.964117 40.788175, -73.964333 40.788225, -73.964637 40.788275, -73.964896 40.78826, -73.965439 40.788195, -73.965873 40.7879, -73.966189 40.787578, -73.966364 40.787183, -73.966409 40.786837, -73.966498 40.786344, -73.966674 40.785916, -73.966698 40.785702, -73.966764 40.785488, -73.966787 40.785274, -73.966767 40.785027, -73.966788 40.784928))",0,
1812,047,118800,36047118800,"POLYGON ((-73.869342 40.680191, -73.867541 40.680429, -73.865748 40.680652, -73.863787 40.681114, -73.863349 40.679352, -73.862028 40.677886, -73.863909 40.67777, -73.864853 40.67772, -73.866701 40.67747, -73.868547 40.677206, -73.868855 40.678445, -73.869342 40.680191))",299,6.2
1813,081,161700,36081161700,"POLYGON ((-73.72437 40.725306, -73.723306 40.730348, -73.723072 40.731493, -73.722693 40.731681, -73.72053 40.731448, -73.71229 40.732324, -73.711478 40.732501, -73.710893 40.730971, -73.710607 40.729453, -73.710555 40.728041, -73.710485 40.72723, -73.712403 40.726978, -73.716494 40.726454, -73.720919 40.725341, -73.721196 40.725265, -73.724141 40.724469, -73.72472 40.724298, -73.72437 40.725306))",443,8.6
1814,005,008600,36005008600,"POLYGON ((-73.852078 40.822847, -73.849018 40.82326, -73.84852 40.821123, -73.848341 40.820363, -73.848008 40.818932, -73.847539 40.816905, -73.848588 40.816765, -73.849574 40.816634, -73.850599 40.816498, -73.85108 40.818618, -73.85158 40.820711, -73.851751 40.821441, -73.852078 40.822847))",277,6.7
1815,047,011902,36047011902,"POLYGON ((-73.995275 40.675778, -73.992566 40.676106, -73.990802 40.675783, -73.990426 40.676249, -73.990145 40.676112, -73.992369 40.673813, -73.992875 40.673213, -73.993379 40.672604, -73.994384 40.671403, -73.995392 40.670195, -73.995895 40.669593, -73.996426 40.669006, -73.997624 40.670274, -73.998457 40.671568, -73.998619 40.67183, -73.998551 40.671926, -73.995275 40.675778))",0,
1816,047,026900,36047026900,"POLYGON ((-73.94658 40.682181, -73.943745 40.682508, -73.940914 40.682833, -73.940769 40.6821, -73.94062 40.68137, -73.940477 40.680635, -73.940328 40.67989, -73.943262 40.680051, -73.943973 40.680088, -73.946274 40.680213, -73.946437 40.681449, -73.94658 40.682181))",220,6.8
1817,081,061301,36081061301,"POLYGON ((-73.900184 40.712681, -73.895025 40.712478, -73.888776 40.712286, -73.888546 40.712275, -73.887247 40.710262, -73.888995 40.709113, -73.888703 40.707669, -73.885532 40.706446, -73.885549 40.706155, -73.886528 40.706225, -73.888263 40.70581, -73.889119 40.705599, -73.889843 40.704972, -73.891053 40.703816, -73.892744 40.701851, -73.893131 40.702567, -73.89248 40.703365, -73.891333 40.705088, -73.891813 40.706398, -73.894486 40.705734, -73.896331 40.705274, -73.89694 40.706499, -73.897231 40.707091, -73.897563 40.707759, -73.898003 40.708401, -73.898453 40.70904, -73.899356 40.710323, -73.899709 40.710981, -73.899855 40.711265, -73.900596 40.712697, -73.900184 40.712681))",362,6.2
1818,047,068200,36047068200,"POLYGON ((-73.926879 40.61895, -73.923008 40.619193, -73.922755 40.616854, -73.920852 40.616972, -73.920624 40.614839, -73.923497 40.614658, -73.925395 40.61454, -73.926401 40.614479, -73.926879 40.61895))",89,3.4
1819,047,057200,36047057200,"POLYGON ((-73.94148 40.598304, -73.938637 40.598609, -73.935804 40.598924, -73.935369 40.596542, -73.934949 40.594429, -73.93778 40.594126, -73.939641 40.593922, -73.940611 40.593808, -73.94148 40.598304))",435,8.1
1820,081,070700,36081070700,"POLYGON ((-73.857772 40.716456, -73.85655 40.71839, -73.852227 40.716807, -73.853033 40.715519, -73.853447 40.714877, -73.85426 40.713592, -73.854662 40.712947, -73.855745 40.71123, -73.857298 40.711465, -73.85745 40.713711, -73.857772 40.716456))",85,3.1
1821,081,017102,36081017102,"POLYGON ((-73.936095 40.749732, -73.933833 40.751605, -73.932276 40.751954, -73.928742 40.752042, -73.926469 40.752069, -73.925627 40.752137, -73.924417 40.752404, -73.921619 40.753028, -73.920479 40.753285, -73.920277 40.753338, -73.918923 40.753636, -73.917632 40.753858, -73.915473 40.753792, -73.914685 40.753667, -73.914467 40.753661, -73.913542 40.753469, -73.910451 40.752961, -73.909847 40.751637, -73.913143 40.750967, -73.915256 40.750846, -73.920215 40.749804, -73.921001 40.750854, -73.924689 40.751727, -73.931637 40.751367, -73.935387 40.749412, -73.936095 40.749732))",0,0.0
1822,061,016001,36061016001,"POLYGON ((-73.957636 40.785344, -73.956718 40.786601, -73.955778 40.787914, -73.954163 40.787227, -73.952551 40.786549, -73.953045 40.785874, -73.953503 40.785247, -73.953961 40.784616, -73.954877 40.783363, -73.956487 40.784044, -73.958096 40.784718, -73.957636 40.785344))",38,1.2
